sentence,label
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,positive
The investment would be some EUR5m .,neutral
"- The Group -¦ s profit before taxes was EUR 0,2 7,8 million .",neutral
Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,neutral
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",negative
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",positive
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",positive
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,positive
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,negative
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",negative
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",negative
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",neutral
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",positive
"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .",positive
That would be an increase from estimated sales of 117 million last year .,positive
"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",positive
Almost the entire office building will be occupied by Metso .,neutral
Sales have risen in other export markets .,positive
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",negative
`` This could be us .,neutral
Halonen 's office acknowledged receiving the letter but declined comment .,neutral
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",neutral
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",neutral
The business development initiatives in North America are headed by Lynn Shanahan .,neutral
"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",negative
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,neutral
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",negative
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",neutral
Other details were not provided .,neutral
EPS dropped to EUR0 .2 from EUR0 .3 .,negative
"Also , a six-year historic analysis is provided for this market .",neutral
"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .",neutral
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",negative
"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",neutral
Almost two thirds of Olvi 's net sales come from outside Finland .,neutral
"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",neutral
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",neutral
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",negative
Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,neutral
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,positive
"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",neutral
"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .",neutral
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,neutral
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",positive
"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .",neutral
"This could be any of us at any time , '' she said .",neutral
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,positive
"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",neutral
"At this growth rate , paying off the national debt will be extremely painful .",negative
"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",neutral
Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .,neutral
"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",neutral
"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",positive
"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .",neutral
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",positive
The terms of the transactions remained undisclosed .,neutral
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",neutral
"Additionally , information on business segments , competitors and future outlook are provided .",neutral
The value of the order is around EUR 100 million .,neutral
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,positive
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",positive
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,neutral
"With this , the company will exit the contract manufacturing service segment .",neutral
